week_day,hour,rout_count,temperature,visibility,distance
1,14,18,285,10000,147.0001894
4,15,31,278,10000,728.2706751
2,14,46,276,10000,10.33792652
4,13,48,277,10000,421.5022137
3,15,20,285,10000,57.24669314
1,14,18,285,10000,96.51432612
1,16,41,285,10000,341.3589897
3,16,48,277,10000,272.8169584
4,18,47,286,10000,1445.30207
5,11,41,277,10000,17.48588613
1,15,59,282,10000,1715.72343
3,15,48,285,10000,18.44141072
4,19,63,286,10000,1689.199854
1,14,20,281,10000,5.315528982
4,11,59,274,10000,1689.784688
1,16,18,282,10000,57.39582727
3,8,34,273,10000,335.1228121
4,10,18,279,10000,28.91882515
3,8,128,274,10000,1227.423084
2,10,46,274,10000,488.2739173
4,8,128,275,10000,928.8080458
5,10,24,276,9000,770.0853644
4,7,59,275,10000,195.6252331
5,10,28,276,9000,11.34228522
3,13,18,279,10000,92.90242337
5,19,46,277,10000,773.1761128
1,14,41,281,10000,381.1046022
3,11,47,275,10000,154.6910598
5,13,41,287,10000,396.7873448
2,10,31,274,10000,723.3846757
1,15,48,282,10000,7.211334226
2,15,18,278,10000,152.147018
2,9,95,277,10000,339.5064122
5,12,47,281,10000,534.3234531
1,10,48,276,10000,33.80056596
4,14,18,286,10000,55.46951744
2,15,12,273,550,428.8561257
5,13,41,283,10000,195.2826694
5,14,18,288,10000,12.26540536
3,18,18,277,10000,245.7272874
2,8,18,274,10000,81.27498408
4,7,41,275,10000,142.580081
3,15,63,277,10000,304.2170183
1,17,34,282,10000,762.710722
5,19,41,287,10000,483.32156
4,19,18,276,10000,312.7827631
1,18,47,278,10000,1974.103105
3,18,48,280,10000,443.8062722
3,7,46,271,10000,670.5450195
5,10,46,279,10000,1900.992251
4,19,12,279,10000,15.04327609
4,17,22,280,10000,626.8479168
3,14,59,285,10000,1225.192476
1,19,11,277,10000,86.85837888
4,14,46,278,10000,21.72981665
4,13,41,277,10000,706.9472711
1,19,18,281,10000,1.223155752
5,13,63,276,10000,1280.932096
1,18,63,284,10000,678.6156722
2,14,18,283,10000,449.1185869
2,11,48,279,10000,436.7207073
2,13,34,277,10000,21.98157072
4,11,63,282,10000,234.2098632
5,10,34,273,10000,24.29490544
2,12,22,276,10000,332.3840699
4,17,18,277,10000,152.9966788
2,15,20,278,10000,2015.876334
2,8,41,268,10000,484.0781472
4,14,128,277,10000,938.8846069
1,14,47,281,10000,123.4571408
5,18,26,283,10000,349.1488334
3,9,59,275,10000,71.64363825
4,18,47,286,10000,624.1114219
4,17,48,286,10000,451.5060593
5,10,63,278,3200,52.87546682
4,15,41,286,10000,309.6929841
2,18,12,277,10000,1814.539396
1,12,48,279,10000,54.3938664
2,11,18,279,10000,180.254308
3,19,18,276,10000,86.97632953
3,16,41,277,10000,293.8583024
1,16,128,280,10000,7.947961374
1,11,28,277,10000,8.985313759
2,18,47,274,9000,2799.621624
1,13,12,283,10000,314.3372372
5,15,11,286,10000,239.147989
2,9,59,271,10000,8.369934351
5,9,48,276,8000,62.7968113
1,11,63,277,10000,1246.281906
3,12,24,283,10000,299.7119235
3,15,95,285,10000,126.4279066
4,14,34,278,10000,338.3422498
3,7,18,274,10000,280.1433996
1,12,11,283,9000,195.8357579
4,11,18,282,10000,3.274923793
3,12,28,283,10000,293.6538293
4,15,47,278,10000,683.0749265
3,10,34,275,10000,166.5993304
4,9,59,274,10000,432.8341679
1,14,28,281,10000,33.2253199
5,19,18,282,10000,421.1417348
4,9,18,276,10000,102.42124
2,15,34,277,10000,1091.420846
2,17,128,274,10000,1029.476175
2,14,47,279,10000,73.77614964
3,7,48,274,10000,1026.985421
4,18,12,286,10000,141.8760941
4,9,12,274,10000,532.796126
4,8,59,274,10000,101.1777364
2,12,46,275,10000,1809.735483
5,8,11,271,10000,441.7140787
4,18,28,277,10000,12.42963751
1,7,47,275,10000,9.654037621
1,13,34,283,10000,264.5965804
1,19,34,277,10000,65.40856015
4,13,12,277,10000,841.0210997
3,8,22,274,10000,967.7906697
5,10,26,276,9000,195.6535189
1,9,18,276,10000,60.38735726
1,16,47,285,10000,614.9559952
3,14,18,276,10000,275.6716725
4,15,31,279,10000,174.0256976
2,14,20,277,10000,19.27139782
2,9,48,274,10000,237.0846702
1,9,18,277,9000,44.1855231
2,13,47,282,10000,464.7259613
3,10,24,275,10000,1845.982184
1,16,24,282,10000,49.40477053
3,18,12,286,10000,832.234218
2,12,128,276,10000,360.3709023
5,7,22,270,10000,353.4169817
1,10,12,277,10000,241.3539093
5,14,20,279,10000,784.8928816
2,7,59,277,10000,1315.156575
2,14,95,277,10000,179.6296008
5,17,11,284,10000,34.20359503
3,14,26,279,10000,3598.181262
1,12,28,279,10000,80.7739285
4,9,18,276,10000,5.517693094
4,19,128,276,10000,2276.882405
4,9,63,274,10000,1774.308119
2,10,12,277,10000,421.2846456
1,8,48,276,10000,780.2866478
3,11,41,275,10000,457.3043749
5,11,46,277,10000,582.6268186
1,19,95,281,10000,496.6198556
3,14,48,285,10000,1.074070287
5,7,24,277,3100,44.44117918
5,13,28,287,10000,348.9524545
3,12,48,276,10000,175.2346168
5,9,18,272,10000,303.8462609
1,16,28,285,10000,7.523285441
5,15,28,277,10000,980.7714412
4,14,18,286,10000,3.759246006
3,17,128,277,10000,23.81211193
4,16,12,287,10000,480.2895979
2,11,95,279,10000,15.4274971
3,15,41,277,10000,116.5351181
1,12,26,280,10000,143.3817834
1,14,18,281,10000,242.1397124
5,10,26,279,10000,10.53567967
1,16,34,285,10000,16.90434881
5,10,11,279,10000,479.7842115
1,17,18,282,10000,258.4942602
5,9,31,278,1100,78.15683542
4,14,63,278,10000,292.8159806
2,12,59,277,10000,3.870287502
2,9,47,277,10000,287.4332141
3,13,12,276,10000,385.4695888
5,16,28,278,10000,71.45506872
3,15,12,279,10000,3.853952179
4,13,48,276,10000,27.46683424
2,9,18,274,10000,3.353783398
2,17,48,278,10000,475.4798741
5,11,22,282,10000,114.146185
3,17,11,286,10000,36.30303947
1,9,59,273,10000,63.17157658
5,10,48,278,3200,26.57323613
1,12,47,279,10000,145.0536795
3,7,95,271,10000,838.9684742
5,10,46,278,3200,622.5783448
5,9,22,272,10000,364.7010243
5,11,31,274,10000,674.6995593
3,18,41,280,10000,519.4171475
3,16,31,277,10000,87.14543261
1,14,95,281,10000,202.4197547
2,14,11,283,10000,281.4602482
5,12,46,281,10000,654.7167796
3,9,28,275,10000,210.0165777
3,18,26,277,10000,94.9043915
3,9,18,275,10000,242.3935577
2,7,41,277,10000,461.1072218
5,13,18,287,10000,5.288330702
5,12,26,278,10000,308.2825703
3,17,48,286,10000,1100.491061
2,15,34,273,550,23.78977038
1,9,41,276,10000,34.39384128
1,17,12,278,10000,296.7070265
3,19,47,279,10000,134.0581877
4,13,48,276,10000,4.352553056
2,11,47,279,10000,15.07918037
3,13,18,276,10000,75.29823545
1,18,46,278,10000,4087.881932
2,19,48,278,10000,357.6589548
3,7,41,271,10000,113.479613
5,12,12,285,10000,2493.994886
5,10,11,278,3200,4.742965966
2,11,48,279,10000,548.6229143
5,12,12,278,10000,487.1957307
1,12,18,279,10000,76.44962181
2,11,12,275,10000,502.6897897
3,10,26,279,10000,24.62249033
1,7,46,275,10000,382.5583426
3,8,41,271,10000,193.0433827
3,18,63,286,10000,1622.418493
4,13,24,277,10000,203.2809924
1,15,41,286,10000,816.9456495
1,17,41,282,10000,467.1669071
1,19,18,277,10000,628.4972345
2,11,11,274,10000,373.4992074
3,17,31,277,10000,635.2660426
5,11,18,277,10000,135.5878143
1,10,128,276,10000,71.57321901
5,8,128,270,10000,387.347359
5,15,12,286,10000,853.2669139
4,9,20,275,10000,294.5710736
4,10,48,279,10000,25.98939396
5,12,12,285,10000,842.5218878
3,12,34,283,10000,16.26998245
1,14,18,281,10000,476.2994634
5,9,18,272,10000,192.9421377
1,19,47,281,10000,390.2190329
3,10,47,275,10000,88.6153756
3,9,46,275,10000,7.769629138
3,14,41,276,10000,61.60847355
5,16,18,285,10000,34.83905551
5,9,41,275,10000,6.56496634
2,16,12,273,4200,366.4924645
2,7,22,277,10000,359.2526163
4,16,41,287,10000,14.97512171
4,15,59,286,10000,2479.588037
1,12,18,280,10000,39.38876839
5,13,22,287,10000,134.6766204
4,15,12,279,10000,615.9770056
1,10,18,279,9000,85.6818282
2,18,48,278,10000,12.60603494
4,10,18,274,10000,114.5582317
4,13,20,285,10000,2.197911051
1,16,48,282,10000,69.36581229
1,8,18,271,10000,690.8351423
4,18,18,277,10000,37.85502598
3,7,12,274,10000,878.8749648
3,17,12,280,10000,2125.33092
5,15,47,286,10000,2905.27131
1,12,46,279,10000,31.88342303
3,11,48,276,10000,611.2679486
5,14,31,277,10000,1484.041669
5,13,48,283,10000,207.7504723
5,14,128,285,10000,943.4423934
5,19,11,282,10000,1.982307219
5,16,34,285,10000,447.644987
3,19,63,279,10000,838.7662793
2,15,59,277,10000,1680.163227
1,10,47,279,9000,1806.515307
4,12,12,276,10000,966.8373142
4,17,41,277,10000,451.3894994
3,11,47,275,10000,1193.076439
4,15,18,278,10000,185.9644126
1,12,22,280,10000,653.7441906
4,16,46,279,10000,1968.274515
2,18,46,274,9000,15.68128826
5,19,26,277,10000,371.7466623
2,16,63,278,10000,915.5795609
5,15,22,277,10000,346.483392
3,19,41,279,10000,678.6675061
1,17,18,282,10000,243.880983
1,12,22,279,10000,160.0063969
2,7,31,277,10000,178.9831515
2,9,26,277,10000,19.0212056
4,16,22,278,10000,1039.287967
3,9,47,273,10000,1525.115
3,14,48,279,10000,33.64555713
3,18,41,277,10000,776.7369671
3,9,31,274,10000,148.7474654
4,9,47,274,10000,453.6363389
5,18,28,277,10000,153.5290751
1,15,18,282,10000,8.864130682
4,9,47,276,10000,292.19962
2,14,18,277,10000,262.3167249
2,18,34,277,10000,128.6227899
4,14,18,277,10000,378.1451678
2,9,24,277,10000,617.8232523
2,11,48,279,10000,337.9094942
1,12,12,280,10000,733.4012486
2,15,41,273,550,169.4172461
2,16,12,278,10000,486.3183211
4,16,18,278,10000,69.1613908
2,10,59,274,10000,2.715215909
3,15,24,279,10000,237.5676876
2,17,128,278,10000,328.2852721
5,19,47,287,10000,22.46157915
2,19,22,278,10000,669.3686639
3,17,41,277,10000,938.1197815
4,14,18,286,10000,64.2972741
3,10,48,275,10000,670.8614505
3,17,12,277,10000,865.3504843
4,12,95,275,10000,866.585105
1,12,12,279,10000,1407.988691
3,13,31,279,10000,809.7361927
4,19,26,279,10000,258.5039528
5,19,41,287,10000,26.09909303
3,9,31,275,10000,23.68459695
1,7,18,275,10000,5.045880301
1,12,128,279,10000,384.0631387
5,19,41,282,10000,128.9507239
4,9,59,276,10000,5.144056659
4,13,12,276,10000,1070.475149
2,15,41,278,10000,1349.672042
3,16,11,277,10000,414.07115
5,14,34,285,10000,16.90274925
3,19,41,279,10000,2091.109029
5,11,26,282,10000,92.12383567
2,11,41,274,10000,598.2542805
3,12,48,283,10000,444.447382
4,14,48,286,10000,148.726348
4,9,128,275,10000,418.9702292
5,18,11,277,10000,408.6778673
1,17,59,278,10000,448.8436073
5,15,46,277,10000,1679.496677
5,12,34,278,10000,268.5772433
2,12,46,276,10000,656.1787701
1,17,22,282,10000,232.4017646
4,17,47,277,10000,1104.2644
2,14,47,277,10000,13.88718783
4,9,24,274,10000,746.9998086
5,14,128,279,10000,1061.452119
2,14,48,277,10000,10.91549526
5,12,18,281,10000,23.75982252
1,8,12,271,10000,395.5713161
4,19,41,276,10000,492.149456
3,15,31,279,10000,634.7827741
3,14,95,279,10000,23.70380595
5,17,11,284,10000,417.7190654
4,10,20,279,10000,3.181395013
5,12,28,285,10000,147.9489179
1,16,46,280,10000,788.6706501
1,12,47,279,10000,11.82697221
3,14,41,285,10000,213.5500472
1,19,47,281,10000,301.7857839
4,17,18,280,10000,87.79929243
3,10,34,275,10000,223.4674475
5,9,12,275,10000,279.9514292
1,10,48,277,10000,42.21985216
3,17,41,277,10000,1386.318991
2,14,48,283,10000,30.54571796
3,10,34,279,10000,185.0544422
2,11,12,279,10000,560.2580933
5,11,63,279,7000,1158.451156
1,10,47,275,10000,456.3722057
5,15,63,279,10000,1819.209104
5,9,95,276,8000,211.3020888
4,11,20,274,10000,530.1036576
1,11,20,277,10000,7.110013704
3,19,22,276,10000,273.3707361
5,10,20,278,3200,278.1011551
5,18,12,287,10000,1010.13021
2,14,63,283,10000,310.6753819
4,16,41,279,10000,32.58480373
1,11,22,278,10000,139.3066083
1,11,24,277,10000,4.944844224
3,8,24,274,10000,32.02853014
1,19,12,277,10000,209.5502254
5,16,41,288,10000,180.2683824
5,10,128,276,9000,646.0909292
4,19,24,279,10000,131.9018949
4,12,47,284,10000,314.0749357
5,14,12,279,10000,1420.267654
5,16,18,285,10000,1061.840941
1,11,48,278,10000,377.8561058
3,9,11,273,10000,1368.959905
5,12,24,281,10000,192.1448685
4,8,128,274,10000,987.1183525
1,18,11,278,10000,471.4797062
4,14,26,277,10000,3516.128113
3,11,48,275,10000,64.95572711
2,17,20,278,10000,1864.19216
2,19,41,278,10000,204.5313521
5,13,46,278,10000,3191.007449
1,17,47,282,10000,166.3098704
2,11,59,278,10000,511.4542062
5,15,47,287,10000,3062.793392
3,18,95,280,10000,355.9062153
4,18,18,286,10000,1908.779486
3,12,24,279,10000,1086.178892
5,15,47,279,10000,104.499315
1,10,48,275,10000,1277.987019
5,12,48,281,10000,76.2572767
2,11,18,274,10000,240.5150878
2,14,41,279,10000,24.41738817
3,9,63,274,10000,1771.157494
5,16,11,288,10000,1083.817595
3,13,59,284,10000,53.73975202
2,16,41,278,10000,316.5017258
5,9,11,275,10000,309.2655433
4,14,47,277,10000,99.29043136
5,17,18,288,10000,1138.676543
1,12,41,279,10000,101.7519517
5,18,48,277,10000,357.2734012
2,16,47,273,4200,2699.971905
3,17,46,280,10000,1707.98007
2,11,59,274,10000,608.306032
5,15,26,277,10000,368.8272126
5,17,34,277,10000,23.80340501
4,7,47,275,10000,220.6708667
3,16,18,277,10000,1556.384526
1,12,48,283,9000,491.4398485
4,12,41,276,10000,108.8904971
4,9,47,275,10000,153.6713067
2,18,63,277,10000,2566.476952
4,16,47,287,10000,2137.237034
1,9,63,277,9000,1689.760147
5,12,24,278,10000,138.8837544
4,10,18,274,10000,1045.18542
5,14,11,288,10000,364.4973851
5,17,46,284,10000,2366.722483
3,12,95,276,10000,230.0558674
1,7,22,275,10000,4.096543361
2,11,31,279,10000,388.2032375
1,10,18,275,10000,46.33202425
2,9,47,271,10000,150.4617255
5,15,18,287,10000,560.242497
2,17,28,278,10000,737.4287904
1,11,18,278,10000,2041.326676
5,19,47,287,10000,432.1112925
4,9,95,274,10000,435.9076997
4,11,48,282,10000,57.75227158
5,19,47,277,10000,470.0418312
4,19,48,286,10000,284.4826457
2,12,26,277,10000,155.1927616
2,15,34,273,550,513.1832447
5,15,46,287,10000,2771.501439
2,12,26,275,10000,143.8747495
5,19,41,277,10000,678.157063
4,15,28,278,10000,169.5349862
5,12,31,278,10000,381.2616932
1,14,18,281,10000,391.1437276
4,12,63,284,10000,1945.034408
2,13,22,282,10000,86.78270248
4,16,24,278,10000,1598.500694
3,7,41,274,10000,739.4070837
4,8,18,274,10000,1401.578097
3,16,28,286,10000,326.1090361
5,14,18,285,10000,5.344275491
2,19,59,278,10000,498.3662535
3,8,59,271,10000,1492.206347
1,18,95,278,10000,411.0531769
5,18,41,287,10000,215.4269137
3,11,24,282,10000,817.1215391
2,19,47,278,10000,33.94292061
3,17,59,280,10000,1747.74862
4,13,20,277,10000,577.3528842
4,16,47,278,10000,262.8869653
2,10,48,277,10000,248.860222
2,13,128,282,10000,16.21226958
1,19,22,277,10000,114.924815
1,12,22,279,10000,11.03252733
2,17,59,278,10000,833.0573917
5,17,41,284,10000,1515.864783
1,9,41,273,10000,13.43024129
1,17,63,278,10000,1255.542271
5,11,47,279,7000,681.6789525
3,13,24,284,10000,160.1424819
3,15,22,279,10000,105.8958036
4,13,48,285,10000,253.792718
2,11,63,274,10000,195.9669451
5,12,26,275,10000,3.024549795
1,18,41,282,10000,1264.5118
5,14,31,277,10000,1213.576913
1,10,63,275,10000,824.434078
1,12,18,279,10000,65.66936084
4,18,31,277,10000,1450.223623
1,8,18,276,10000,160.8454436
4,13,11,285,10000,78.52233878
2,9,41,271,10000,48.19927813
2,13,47,275,10000,246.6809641
5,18,128,287,10000,1713.47292
5,15,18,287,10000,1077.676033
1,10,31,276,10000,17.69620438
5,9,41,272,10000,1696.357316
2,7,20,277,10000,70.47761481
2,19,28,274,10000,338.3495085
4,7,31,275,10000,601.7691315
4,16,12,278,10000,2193.824836
2,13,41,277,10000,592.1627777
3,18,22,286,10000,296.883002
2,15,47,278,10000,41.53731205
3,10,47,275,10000,532.9316219
5,12,34,275,10000,82.13906
1,9,22,276,10000,13.62379412
1,11,18,277,10000,2063.016097
4,13,28,285,10000,13.53585601
4,11,47,276,10000,677.1932248
5,19,11,277,10000,6.050589332
4,18,12,277,10000,58.27032385
2,17,47,278,10000,557.5252936
5,9,28,272,10000,251.5207658
3,18,34,280,10000,63.09920126
5,13,48,278,10000,58.1506405
2,18,47,278,10000,3185.310334
5,16,26,278,10000,2.884221224
4,10,46,279,10000,1643.259492
1,19,48,277,10000,7.666870277
1,18,20,278,10000,1855.700205
3,8,26,273,10000,299.501411
3,15,47,277,10000,104.2019016
3,13,63,284,10000,763.8694424
2,18,18,278,10000,1042.018831
1,12,48,279,10000,647.6493684
3,19,18,279,10000,10.06985646
1,17,18,282,10000,994.7899431
1,12,41,279,10000,4.670199154
4,14,31,278,10000,37.28141908
2,15,41,273,550,31.56309555
5,14,48,285,10000,177.8795663
2,9,12,274,10000,2607.713583
5,9,24,272,10000,801.7795372
3,14,48,276,10000,20.15000302
3,14,12,285,10000,1419.104256
3,18,24,286,10000,899.4757326
4,17,41,280,10000,1489.779178
3,11,11,276,10000,4.502175762
2,7,46,277,10000,1117.576127
1,13,48,283,10000,118.0382142
4,12,48,284,10000,740.9842442
1,10,26,276,10000,140.1167169
1,13,46,281,10000,666.7816864
2,10,48,277,10000,206.9537019
4,10,41,279,10000,1130.443301
1,13,128,281,10000,664.7946922
1,8,18,271,10000,97.52387613
3,11,20,276,10000,94.8978386
5,15,34,287,10000,644.1667155
1,19,63,277,10000,706.850412
2,9,22,271,10000,301.7460016
4,17,95,280,10000,547.0352693
3,9,95,275,10000,869.4839313
5,13,26,276,10000,501.059851
2,13,41,276,10000,2129.335136
1,12,12,280,10000,338.2859993
2,14,48,276,10000,46.37431401
5,10,128,279,10000,966.3868568
3,18,26,280,10000,100.8375546
5,12,95,275,10000,262.7523678
3,16,11,277,10000,532.4443966
5,19,24,277,10000,30.06947244
3,16,47,279,10000,355.6181604
2,14,128,283,10000,1145.183504
3,7,34,274,10000,747.7697756
2,14,11,277,10000,495.5598185
5,18,28,283,10000,40.77070399
5,7,31,277,3100,18.49972073
1,10,34,275,10000,194.2977221
1,9,24,273,10000,536.3973632
1,11,22,277,10000,97.30164106
4,17,34,280,10000,808.9503203
5,19,18,277,10000,546.7134811
3,11,41,282,10000,134.4873013
1,8,11,271,10000,481.156479
5,7,47,277,3100,1195.394128
3,14,47,276,10000,2597.092371
5,8,48,277,1200,231.9469062
3,11,47,276,10000,341.3205984
2,15,47,278,10000,534.8425266
4,10,47,274,10000,2858.34048
1,13,24,281,10000,889.314982
4,17,24,286,10000,873.7661591
5,9,11,275,10000,9.894244019
3,16,63,277,10000,1458.289258
1,15,63,286,10000,375.4887022
3,8,12,271,10000,489.5951659
3,18,18,277,10000,3.836372862
4,12,34,275,10000,15.09112949
1,14,95,285,10000,288.1951702
2,18,95,277,10000,1483.537347
5,15,95,287,10000,836.2405029
4,16,20,287,10000,1031.031871
2,16,22,273,4200,1154.735749
3,14,47,276,10000,2732.656894
2,16,20,273,4200,368.465894
2,11,41,278,10000,599.417442
5,11,48,274,10000,1321.914995
2,16,59,278,10000,437.0788745
2,13,20,282,10000,310.992474
5,17,47,277,10000,59.0679917
3,8,31,271,10000,69.97826286
3,15,18,279,10000,211.4616795
1,18,20,284,10000,17.26596175
4,15,22,278,10000,38.37288971
3,10,48,275,10000,27.1652673
3,14,20,279,10000,1.513019677
3,9,12,275,10000,280.4700101
5,13,20,287,10000,1028.725934
1,11,46,277,10000,537.9239986
2,19,48,274,10000,39.5789117
5,15,31,287,10000,692.5060113
1,17,26,282,10000,1509.880912
4,19,11,276,10000,79.11517228
3,18,41,280,10000,741.3814292
3,19,63,279,10000,3469.208651
1,14,41,281,10000,29.61707432
2,14,12,283,10000,1050.102214
3,17,46,280,10000,1128.106736
4,14,41,277,10000,19.26882545
4,15,47,278,10000,509.3881846
3,19,95,276,10000,551.7116223
3,11,26,275,10000,148.9493377
